Title,Link,Sentence,Head,Tail,Relation
HVAC UNIT PLACEMENT CONFIGURATION FOR A VEHICLE,https://patents.justia.com/patent/20190210422,Embodiments and examples are disclosed for placement configurations of HVAC units for electric vehicles.,hvac unit,embodiment,subclass of
HVAC UNIT PLACEMENT CONFIGURATION FOR A VEHICLE,https://patents.justia.com/patent/20190210422,The front compartment is at a front end of the vehicle.,front end,front compartment,part of
HVAC UNIT PLACEMENT CONFIGURATION FOR A VEHICLE,https://patents.justia.com/patent/20190210422,"The heat ventilation air conditioning (HVAC) unit is situated in the front compartment, separated from the cabin compartment by the dashwall, where the HVAC unit provides heat, ventilation, and air conditioning to the user in the cabin compartment.",heat ventilation air conditioning,air conditioning,subclass of
CONTROL SYSTEM FOR AN HVAC SYSTEM INCLUDING MODULAR COMMUNICATION,https://patents.justia.com/patent/20220074618,"The controller includes a first substrate, a processer mounted on the first substrate, a memory mounted on the first substrate and in communication with the processor, a control interface mounted on the first substrate and communicatively coupled to the processor and the at least one HVAC component, and a first communication interface mounted on the first substrate and communicatively coupled to the processor.",processer,memory,has part
HVAC Control Assemblies And Corresponding Methods Of Configuring Pinout Of Connectors For HVAC Control Assemblies,https://patents.justia.com/patent/20240200820,"Exemplary embodiments are provided of HVAC control assemblies (e.g., aftermarket universal replacement controls, etc.) and corresponding methods of configuring pinout of connectors for HVAC control assemblies.",universal replacement controls,hvac control assemblies,subclass of
Method of knowledge-based engineering cost and weight estimation of an HVAC air-handling assembly for a climate control system,https://patents.justia.com/patent/6477518,A method of knowledge-based engineering cost and weight estimation of an HVAC air-handling assembly for a climate control system on a vehicle includes the steps of selecting a parametric model of an HVAC air-handling assembly design using a knowledge-based engineering library stored in a memory of a computer system.,hvac air-handling assembly,climate control system,part of
Method of knowledge-based engineering cost and weight estimation of an HVAC air-handling assembly for a climate control system,https://patents.justia.com/patent/6477518,"The method also includes the steps of selecting a component part from the parametric model of the HVAC air-handling assembly, determining a cost estimate of the component part using the knowledge-based engineering library and using a summation of the component part cost as the cost estimate of the HVAC air-handling assembly.",parametric model,knowledge-based engineering library,instance of
"HVAC Control Assemblies, and Corresponding Methods of Determining Equipment Wiring Harness Connections",https://patents.justia.com/patent/20180335225,Example methods of determining an equipment wiring harness connection in an HVAC control assembly are also disclosed.,wiring harness,hvac control,use
Vehicular HVAC Control Systems and Methods,https://patents.justia.com/patent/20070114292,"Occupant temperature may be monitored by infrared sensors, each arranged in an orientation to receive electromagnetic radiation from one or more seating locations in which occupants are likely to be situated.",infrared,electromagnetic radiation,subclass of
Vehicular HVAC Control Systems and Methods,https://patents.justia.com/patent/20070114292,The HVAC system is controllable for each seating location based on the monitored temperature in that area.,controllable,hvac system,facet of
HVAC REGISTER AND MULTIPLE HVAC REGISTER SYSTEM,https://patents.justia.com/patent/20160357199,A multiple HVAC register system can include a plurality of HVAC registers communicatively connected together.,plurality,hvac register,subclass of
Air filter system for use with an HVAC register,https://patents.justia.com/patent/8870995,"The cover includes hanger members on distal ends, which hook onto screw holes of the HVAC register.",hvac register,screw holes,has part
Air filter system for use with an HVAC register,https://patents.justia.com/patent/8870995,The cover includes a plurality of openings forming a vent through which air is able to pass.,vent,air,subclass of
Air filter system for use with an HVAC register,https://patents.justia.com/patent/8870995,The cover is configured to be loosely hung underneath the HVAC register such that air-conditioned air is able to blow through the cover as well as along a peripheral opening formed between the cover and the HVAC register.,air-conditioned,air,subclass of
Air filter system for use with an HVAC register,https://patents.justia.com/patent/8870995,"The cover includes a filter member that is selectively removed, and positioned in between the cover and the HVAC register.",filter,hvac,part of
Air filter system for use with an HVAC register,https://patents.justia.com/patent/8870995,The filter has a rectangular shape that corresponds to the cover.,cover,filter,subclass of
METHOD AND APPARATUS FOR CONFIGURING A FILTER CHANGE NOTIFICATION OF AN HVAC CONTROLLER,https://patents.justia.com/patent/20120323375,"In some cases, the HVAC controller may be configured to perform, sometimes at the request of a user, one or more calibration tests on the air filter to help the user identify an appropriate filter change threshold value.",air filter,hvac controller,part of
SYSTEMS AND METHODS FOR PREDICTING HVAC FILTER CHANGE,https://patents.justia.com/patent/20200179860,Computer-implemented systems and methods for estimating a replacement status of an HVAC air filter.,air filter,hvac,part of
SYSTEMS AND METHODS FOR PREDICTING HVAC FILTER CHANGE,https://patents.justia.com/patent/20200179860,"Outdoor weather data (e.g., outdoor temperature information), is obtained.",outdoor temperature information,outdoor weather data,subclass of
SYSTEMS AND METHODS FOR PREDICTING HVAC FILTER CHANGE,https://patents.justia.com/patent/20200179860,A Total Runtime Value of the HVAC system is determined based upon the obtained outdoor weather data.,total runtime value,hvac system,facet of
SYSTEMS AND METHODS FOR PREDICTING HVAC FILTER CHANGE,https://patents.justia.com/patent/20200179860,"By estimating fan runtime based on easily-obtained outdoor weather data, the methods are readily implemented with any existing HVAC system and do not require installation of sensors or other mechanical or electrical components to the HVAC system.",fan,hvac,use
HVAC WORKLOAD AND COST LOGIC,https://patents.justia.com/patent/20160138819,A method for HVAC workload and cost logic is described.,hvac,workload,subclass of
HVAC WORKLOAD AND COST LOGIC,https://patents.justia.com/patent/20160138819,"In some embodiments, the method includes calculating an estimated runtime of an HVAC heating or cooling cycle for the target temperature.",heating or cooling cycle,hvac,subclass of
Method and apparatus for connecting to HVAC device,https://patents.justia.com/patent/7092794,A system for remotely monitoring and controlling an HVAC device includes a server which receives queries from an entry device and data from the HVAC device.,remotely monitoring and controlling,hvac,facet of
Method and apparatus for connecting to HVAC device,https://patents.justia.com/patent/7092794,"Connection is provided over various communications links including the Internet, POTS, and GSM networks.",internet,communications links,instance of
