Title,Link,Sentence,Head,Tail,Relation
HOUSING OF AN HVAC SYSTEM,https://patents.justia.com/patent/20220099333,"A frame segment for a frame of a heating, ventilation, and/or air conditioning (HVAC) system includes a protrusion formed on an interior side of the frame segment and configured to engage with a first panel of the HVAC system, a first recess formed at an exterior side, opposite the interior side, of the frame segment, and a second recess formed at the exterior side of the frame segment.","heating, ventilation, and/or air conditioning",HVAC,subclass of
METHODS AND SYSTEMS FOR MONITORING AN AIR FILTER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20120323377,"Methods and systems for monitoring an air filter installed in an HVAC system may include operating the HVAC system in an air filter monitoring mode such as, for example, a fan only mode, and measuring, for example, a differential pressure across the air filter when the HVAC system is operating in the air filter monitoring mode.",fan,HVAC system,subclass of
METHODS AND SYSTEMS FOR MONITORING AN AIR FILTER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20120323377,"The method may include evaluating a status of the air filter using, for example, the measured differential pressure value, and in some cases, display the status on a display of an HVAC controller.",air filter,HVAC controller,subclass of
Magnetic Kinematic HVAC Control,https://patents.justia.com/patent/20220134846,An airflow control member is mounted within the HVAC case.,airflow control,HVAC,subclass of
Magnetic Kinematic HVAC Control,https://patents.justia.com/patent/20220134846,The second magnet generates a second magnetic field having a polarity that is opposite to the first magnetic field.,polarity,magnetic field,facet of
Magnetic Kinematic HVAC Control,https://patents.justia.com/patent/20220134846,Magnetic cooperation between the first magnet and the second magnet provides a magnetic linkage for rotating the airflow control member within the HVAC case.,airflow control,HVAC,subclass of
THERMAL CUTOFF LINK SAFETY FUSE IN HVAC SYSTEM,https://patents.justia.com/patent/20130162387,The present invention relates to a thermal cut off link safety fuse for use in a HVAC system.,safety fuse,HVAC,use
HVAC-based volume control,https://patents.justia.com/patent/10798462,"A system, apparatus and method for automatically controlling the volume of a home entertainment device by an HVAC component.",HVAC,system,subclass of
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,An HVAC controller is configured to receive signals from a plurality of sensors positioned in different spaces.,HVAC controller,sensors,has part
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,The HVAC controller includes a controller that is configured to display one or more screens on a user interface that include a home screen including a selectable display element that indicates a number of the plurality of sensors that are currently being used by the controller in controlling the HVAC system.,home screen,user interface,facet of
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,"Upon selection of the selectable display element, the controller displays a sensor priority screen that includes a plurality of graphic constructs that each identify a building space and a current temperature for that building space.",sensor priority screen,display element,subclass of
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,The controller is configured to control the HVAC system in accordance with the current temperature reported by each of the number of the plurality of sensors that are currently being used by the controller in controlling the HVAC system.,temperature,HVAC system,facet of
SYSTEMS AND METHODS FOR OPERATING AN HVAC SYSTEM,https://patents.justia.com/patent/20230175724,"A heating, ventilation, and/or air conditioning (HVAC) system includes a conditioning system configured to condition a return air flow directed through the HVAC system and a control system configured to determine a difference value between an operating parameter value of the return air flow and a sensed operating parameter value of a space serviced by the HVAC system, retrieve a stored target operating parameter value of the space, and operate the HVAC system based on the difference value, the stored target operating parameter value, or both.",conditioning system,"heating, ventilation, and/or air conditioning",subclass of
SYSTEMS AND METHODS FOR OPERATING AN HVAC SYSTEM,https://patents.justia.com/patent/20240003578,"A heating, ventilation, and/or air conditioning (HVAC) system includes a conditioning system configured to condition a return air flow directed through the HVAC system and a control system configured to determine a difference value between an operating parameter value of the return air flow and a sensed operating parameter value of a space serviced by the HVAC system, retrieve a stored target operating parameter value of the space, and operate the HVAC system based on the difference value, the stored target operating parameter value, or both.",conditioning system,"heating, ventilation, and/or air conditioning",subclass of
HVAC-based volume control,https://patents.justia.com/patent/11736772,"A system, apparatus and method for automatically controlling the volume of a home entertainment device by an HVAC component.",HVAC,system,subclass of
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20220146170,"An HVAC system includes a heating element, a discharge air temperature sensor, and a return air temperature sensor.",heating element,HVAC,use
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20220146170,"If the temperature rise value is less than a predefined minimum threshold value, the controller determines that a first fault of the HVAC system is detected and provides a corresponding alert.",HVAC,temperature rise,has effect
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20220146170,"If the temperature rise value is greater than a predefined maximum threshold value, the controller determines that a second fault of the HVAC system is detected and provides a corresponding alert.",HVAC,temperature rise,has effect
Remote testing of HVAC systems,https://patents.justia.com/patent/8332178,"The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result.",dormant component,HVAC system,subclass of
